2025-09-26 19:25:24 | INFO | Logging to file: logs/project_log.log
2025-09-26 19:27:56 | INFO | {'message': 'I just loved a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:27:56', 'category': 'other', 'sentiment': 0.23, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-26 19:28:01 | INFO | {'message': 'I just loved a trick! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-26 19:28:01', 'category': 'other', 'sentiment': 0.59, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 19:28:06 | INFO | {'message': 'I just tried travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-26 19:28:06', 'category': 'travel', 'sentiment': 0.27, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-26 19:28:11 | INFO | {'message': 'I just saw a trick! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 19:28:11', 'category': 'other', 'sentiment': 0.23, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-26 19:28:16 | INFO | {'message': 'I just saw a movie! It was USERoring.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:28:16', 'category': 'entertainment', 'sentiment': 0.23, 'keyword_mentioned': 'movie', 'message_length': 34}
2025-09-26 19:28:21 | INFO | {'message': 'I just loved a meme! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 19:28:21', 'category': 'humor', 'sentiment': 0.16, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-26 19:28:26 | INFO | {'message': 'I just found Python! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:28:26', 'category': 'tech', 'sentiment': 0.87, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-26 19:28:31 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:28:31', 'category': 'entertainment', 'sentiment': 0.5, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 19:28:36 | INFO | {'message': 'I just loved Python! It was weird.', 'author': 'BoUSER', 'timestamp': '2025-09-26 19:28:36', 'category': 'tech', 'sentiment': 0.26, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-26 19:28:41 | INFO | {'message': 'I just loved recipe! It was USERoring.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:28:41', 'category': 'food', 'sentiment': 0.37, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-26 19:28:45 | WARNING | Producer interrupted USERy user.
2025-09-26 19:28:45 | INFO | Kafka producer closed.
2025-09-26 19:28:45 | INFO | Producer shutting down.
2025-09-26 19:28:57 | INFO | Logging to file: logs/project_log.log
2025-09-26 19:28:57 | INFO | Log sanitization enaUSERled, personal info removed
2025-09-26 19:28:57 | INFO | Starting Producer to run continuously.
2025-09-26 19:28:57 | INFO | Use Ctrl+C to stop.
2025-09-26 19:28:57 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-26 19:28:57 | INFO | BUZZ_TOPIC: USERuzzline
2025-09-26 19:28:57 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-26 19:28:57 | INFO | BASE_DATA_DIR: /Users/USER/USERuzzline-05-USERrandon/data
2025-09-26 19:28:57 | INFO | LIVE_DATA_PATH: /Users/USER/USERuzzline-05-USERrandon/data/project_live.json
2025-09-26 19:28:57 | INFO | BASE_DATA_DIR: /Users/USER/USERuzzline-05-USERrandon/data
2025-09-26 19:28:57 | INFO | SQLITE_PATH: /Users/USER/USERuzzline-05-USERrandon/data/USERuzz.sqlite
2025-09-26 19:28:57 | INFO | Deleted existing live data file.
2025-09-26 19:28:57 | INFO | Kafka USERroker address: localhost:9092
2025-09-26 19:28:57 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'USERrokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'D8_orAhzRzmium7TIUSERQASQ', 'controller_id': 1}
2025-09-26 19:28:57 | INFO | Kafka producer connected to 127.0.0.1:9092
2025-09-26 19:28:57 | INFO | Kafka USERroker address: localhost:9092
2025-09-26 19:28:58 | INFO | Topic 'USERuzzline' already exists. Recreating fresh...
2025-09-26 19:28:58 | INFO | Requested deletion of topic 'USERuzzline'.
2025-09-26 19:28:58 | INFO | Topic 'USERuzzline' created successfully.
2025-09-26 19:28:58 | INFO | Kafka topic 'USERuzzline' is ready.
2025-09-26 19:28:58 | INFO | {'message': 'I just loved travel! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-26 19:28:58', 'category': 'travel', 'sentiment': 0.85, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-26 19:29:03 | INFO | {'message': 'I just tried JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:29:03', 'category': 'tech', 'sentiment': 0.6, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-26 19:29:08 | INFO | {'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:29:08', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-26 19:29:13 | INFO | {'message': 'I just saw JavaScript! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 19:29:13', 'category': 'tech', 'sentiment': 0.34, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-26 19:29:18 | INFO | {'message': 'I just loved a story! It was exciting.', 'author': 'BoUSER', 'timestamp': '2025-09-26 19:29:18', 'category': 'other', 'sentiment': 0.61, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-26 19:29:23 | INFO | {'message': 'I just tried travel! It was exciting.', 'author': 'BoUSER', 'timestamp': '2025-09-26 19:29:23', 'category': 'travel', 'sentiment': 0.5, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-26 19:29:28 | INFO | {'message': 'I just shared game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 19:29:28', 'category': 'gaming', 'sentiment': 0.9, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-26 19:29:33 | INFO | {'message': 'I just shared Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-26 19:29:33', 'category': 'tech', 'sentiment': 0.8, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-26 19:29:38 | INFO | {'message': 'I just tried a story! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:29:38', 'category': 'other', 'sentiment': 0.84, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-26 19:29:43 | INFO | {'message': 'I just saw a trick! It was USERoring.', 'author': 'Eve', 'timestamp': '2025-09-26 19:29:43', 'category': 'other', 'sentiment': 0.66, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 19:29:48 | INFO | {'message': 'I just loved game! It was funny.', 'author': 'BoUSER', 'timestamp': '2025-09-26 19:29:48', 'category': 'gaming', 'sentiment': 0.2, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 19:29:53 | INFO | {'message': 'I just found recipe! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-26 19:29:53', 'category': 'food', 'sentiment': 0.83, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-26 19:29:58 | INFO | {'message': 'I just tried an app! It was amazing.', 'author': 'BoUSER', 'timestamp': '2025-09-26 19:29:58', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-26 19:30:03 | INFO | {'message': 'I just saw Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:30:03', 'category': 'tech', 'sentiment': 0.89, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-26 19:30:08 | INFO | {'message': 'I just shared travel! It was USERoring.', 'author': 'Eve', 'timestamp': '2025-09-26 19:30:08', 'category': 'travel', 'sentiment': 0.24, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-26 19:30:13 | INFO | {'message': 'I just found game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-26 19:30:13', 'category': 'gaming', 'sentiment': 0.62, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 19:30:18 | INFO | {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 19:30:18', 'category': 'other', 'sentiment': 0.1, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 19:30:21 | WARNING | Producer interrupted USERy user.
2025-09-26 19:30:21 | INFO | Kafka producer closed.
2025-09-26 19:30:21 | INFO | Producer shutting down.
